Nama UMKM,Produk Utama,Total Aset (Juta),Penjualan Rata-rata Per Tahun (Juta),Jumlah Tenaga Kerja,Nama Badan Hukum,Kategori,Sistem Penjualan,Target Pasar,Proyeksi Pertumbuhan (%/tahun),Kebutuhan Biaya Kredit (Juta),Nilai Aset Jaminan Kredit,Jumlah Dokumen Kredit,Label
Rumah Makan Suka Ramai,Makanan Siap Saji,51,108,6,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,70,60,8,TIDAK LAYAK
Kedai Kopi Pak Malau,Minuman Seduh,225,108,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,110,9,TIDAK LAYAK
Ikan Bakar Pak Novi,Ikan Bakar,3400,1440,5,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,280,1445,10,LAYAK
Warung Jhon,Air Kelapa,325,288,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,285,7,TIDAK LAYAK
Warung Bu Mitro,Masakan Jawa,594,432,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,54,474,7,LAYAK
Kedai Kopi Susan,Minuman Seduh,1130,144,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,27,1015,7,TIDAK LAYAK
Mie Lendir Jalan Bintan,Mie Lendir,470,540,4,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,160,360,7,LAYAK
Warung Jhon,Air Kelapa,325,288,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,285,7,TIDAK LAYAK
Warung Nasi M. Arlis,Makanan,23,216,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,83,8,TIDAK LAYAK
Soto Ceker Mama Andri,Soto Ceker,170,360,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,150,6,LAYAK
Warung Makan Monggo Mampir,Makanan,452,360,4,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,54,217,7,LAYAK
Warung Ibu Janiti,Nasi Rames,155,288,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,54,90,6,TIDAK LAYAK
Bubur Ayam Gembira,Bubur Ayam,1705,252,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,63,1000,9,TIDAK LAYAK
Rm. Sri Gading Semarang,Makanan,270,2880,5,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,350,700,8,LAYAK
Pempek Dana,Pempek,267,180,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,200,7,TIDAK LAYAK
Prata Pendi,Prata,171,144,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,27,106,6,TIDAK LAYAK
Soto Ayam Evi,Soto Ayam,42,180,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,107,6,TIDAK LAYAK
Warung Makan Pojok Bude,Makanan Siap Saji,88,252,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,55,7,TIDAK LAYAK
Leluhur Cake Kukus,Cake Kukus,1077,180,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,1010,7,TIDAK LAYAK
Kedai Kopi Sinhar Jaya,Minuman Seduh,418,108,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,303,11,TIDAK LAYAK
Warung Soto Ceker Andriyadi,Soto Ceker,1098,900,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,135,938,10,LAYAK
Rumah Makan Saraso,Masakan Padang,1025,360,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,750,8,LAYAK
Kedai Kopi Maju Jaya,Minuman Seduh,1675,180,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,1520,9,TIDAK LAYAK
Soto Betawi Ayu,Soto Betawi,705,360,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,54,445,6,LAYAK
Warung Makan Mak Ngah,Nasi Lemak,1090,160,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,1020,6,TIDAK LAYAK
Rumah Makan Mutiara Minang,Masakan Padang,580,1440,5,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,240,480,10,LAYAK
Warung Bakso Makmur,Bakso Dan Mie Ayam,211,180,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,166,6,TIDAK LAYAK
Bakso Langganan,Bakso,18,225,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,21,250,9,TIDAK LAYAK
Depot Bu Joko,Nasi Dan Es Campur,232,204,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,20,213,6,TIDAK LAYAK
Kantin Bu Supardi,Kuliner,34,204,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,70,363,6,TIDAK LAYAK
Stand@Uchaxwicka,Kuliner,75,150,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,50,15,5,TIDAK LAYAK
Warung Nasgor,Makanan Nasogoreng,125,45,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,105,5,TIDAK LAYAK
Warung Makan,Makanan Pisang Gapit,6,7,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,25,200,4,TIDAK LAYAK
Lalapan Sambal Cobek,Lalapan,191,25,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,50,6,TIDAK LAYAK
Bakso Pak Kholil,Bakso Mie Ayam,32,180,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,15,4,TIDAK LAYAK
Sasha Burger,Burger,719,10,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,10,11,4,TIDAK LAYAK
Warung Nasi,Nasi Bungkus,87,180,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,68,5,TIDAK LAYAK
Warung Pertigaan,Kopi Kue,205,84,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,200,7,TIDAK LAYAK
Coto Makasar Warung Pangkep,Coto Makasar,70,300,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,100,100,8,LAYAK
Warung Makan Lumayan,Makanan,464,420,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,100,400,5,LAYAK
Kue Kotak Mak Ros,Kue Basah,406,440,4,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 70 %,0,47,406,6,LAYAK
Rumah Makan Cik Wati,Pecal. Soto. Tekwan. Dan Lain-Lain,12,58,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,9,100,5,TIDAK LAYAK
Warung Barhan,Ikan Panggang.Mpek-Mpek. Tekwan. Dll,207,49,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,5,300,5,TIDAK LAYAK
Warung Makan Salbiah (Belum Dilegalkan),Soto. Mie Rebus. Mie Ayam. Mie Goreng Es,10,28,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,5,12,4,TIDAK LAYAK
Pempek Setia Budi,Pempek,524,360,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,160,408,8,LAYAK
Lesehan Lovely,Makanan,215,180,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,35,206,6,TIDAK LAYAK
Depot Air Minum A.I.M,Air Mineral,203,95,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,35,170,8,TIDAK LAYAK
Warung Bunda Isna,Warung Makan,149,53,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,18,140,6,TIDAK LAYAK
Bakso Taman Lembayung,Makanan Bakso,5,4,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,10,2,5,TIDAK LAYAK
Bakso Citra,Bakso & Mie Ayam,19,48,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,25,16,8,TIDAK LAYAK
Bakso Dan Mie Ayam Dini,Bakso & Mie Ayam,23,60,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,5,17,6,TIDAK LAYAK
Prasojo 2,Ayam Bakar & Ikan Bakar,17,48,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,5,16,7,TIDAK LAYAK
Rm. Pecel Madiun,Makanan,740,1980,40,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,8,737,8,LAYAK
Warung Gandul,Nasi Gandul,511,1260,6,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,80,515,7,LAYAK
Pondok Makan Muuar Bidaian,Makanan,162,75,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,43,270,7,TIDAK LAYAK
Warung Pakan Ternak Helmi,Pakan Ternak,170,174,2,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,150,5,TIDAK LAYAK
Warung Makan Abhy,Makanan,228,102,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 90 %,0,40,255,7,TIDAK LAYAK
Warung Buntu Kabobong,Makanan. Kopi. Teh. Cendol.Dll,549,255,5,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,150,350,10,TIDAK LAYAK
Warung,Bedak. Lipstik,174,135,1,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,35,8,9,TIDAK LAYAK
Warkop Dg. Sira,Kopi. Teh. Susu,28,84,3,Perorangan,Penyediaan Akomodasi Dan Penyediaan Makan Minum,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,9,5,TIDAK LAYAK
Salasabila Gordin,Gordin,120,860,8,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,20,30,120,3,LAYAK
Bengkel Telaga Emas,Sparepart,400,720,5,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,15,45,400,8,LAYAK
Kios Miftah,Sembako Dan Rokok,40,108,0,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,4,40,7,TIDAK LAYAK
Kios Nirma,Sembako,87,54,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,4,87,8,TIDAK LAYAK
Kios Aura,Sembako,58,60,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,11,58,8,TIDAK LAYAK
Kios Cemma,Sembako,105,72,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,4,105,9,TIDAK LAYAK
Kios Di'U,Sembako,27,60,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,4,27,6,TIDAK LAYAK
Kios Merah,Sembako,55,180,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,5,4,55,8,TIDAK LAYAK
Ud. Khaedir,Coklat/Kakao,25,540,0,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,10,25,8,TIDAK LAYAK
Mandiri Motor,Ban Dan Oli,5,108,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,15,8,5,7,TIDAK LAYAK
Cv. Afis,Kertas. Dll,5,144,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,10,10,5,8,TIDAK LAYAK
Warung Bakso Mutiara,Bakso,8,90,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,10,6,8,6,TIDAK LAYAK
Kios 46,Beras,70,40,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,70,5,TIDAK LAYAK
Kios 31,Rokok. Dll,150,100,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,150,7,TIDAK LAYAK
Kios Diki,Sembako,312,540,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,312,8,LAYAK
Kios Nanik,Sembako,300,480,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,300,8,LAYAK
Sumber Wangi,Sembako,424,270,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,424,9,TIDAK LAYAK
Kios Timur,Sembako,241,120,3,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,10,241,8,TIDAK LAYAK
Toko Sepatu Sukirman,Sepatu Dan Sandal,20,204,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,38,20,7,TIDAK LAYAK
Kios Ardani,Sembako,110,360,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,110,7,LAYAK
Kios Barokah,Sembako,88,90,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,8,88,8,TIDAK LAYAK
UD Galon Bugis,Air Galon,150,150,3,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,8,150,7,TIDAK LAYAK
Kios Rusli,Sembako,200,162,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,13,200,7,TIDAK LAYAK
Kios Yono,Sembako,1350,50,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,17,1350,7,TIDAK LAYAK
Kios Veronika,Sembako,175,178,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,19,175,8,TIDAK LAYAK
Buton Permai,Sembako,300,216,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,300,8,TIDAK LAYAK
Kios Sinar Bone,Sembako,300,108,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,10,300,7,TIDAK LAYAK
Kios Tidar,Sembako,10,600,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,10,7,TIDAK LAYAK
Toko Santoso,Peralatan Elektronik,40,600,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,40,7,TIDAK LAYAK
Ikan Asar Yufia,Ikan Asar,80,432,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,50,80,6,LAYAK
Kios Butita,Sembako,190,60,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,10,190,8,TIDAK LAYAK
Kios Syahid,Sembako,400,108,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,25,400,6,TIDAK LAYAK
Kios Sikamali,Sembako,27,150,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,14,27,7,TIDAK LAYAK
Kios Lintas,Sembako,170,180,5,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,48,170,7,TIDAK LAYAK
Kios Arafan,Sembako,220,180,3,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,25,220,6,TIDAK LAYAK
UD Kios Deker,Sembako,1200,36,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,1200,7,TIDAK LAYAK
Kios Amal,Sembako,30,240,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,10,30,5,TIDAK LAYAK
UD Cahaya,Sembako,400,184,6,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,400,10,TIDAK LAYAK
Penjual Ikan Asar,Ikan Asar,1,390,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,11,1,5,TIDAK LAYAK
UD Toko Maria,Elektronik,1100,96,4,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,10,1100,9,TIDAK LAYAK
UD Kios Genza,Pakaian,25,115,3,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,10,25,8,TIDAK LAYAK
UD Toko Tunas Lakuda,Pakaian,410,288,2,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,410,9,TIDAK LAYAK
Abdi Properti,Properti,400,132,4,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,400,11,TIDAK LAYAK
UD Be One,Pakaian,1750,250,3,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,1750,9,TIDAK LAYAK
Jasa Ojek,Jasa Ojek,15,93,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,15,7,TIDAK LAYAK
Kios Lintas,Sembako,170,180,5,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,48,170,7,TIDAK LAYAK
Kios Arafan,Sembako,220,180,3,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,25,220,6,TIDAK LAYAK
UD Kios Deker,Sembako,1200,36,2,Usaha Dagang (UD),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,1200,7,TIDAK LAYAK
Opsi,Pakaian,50,156,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,20,50,5,TIDAK LAYAK
Kios Sala Tiga,Sembako,50,300,1,Perorangan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,50,5,LAYAK
